sample_id,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,NBR,NDBI,NDVI,NDWI
BCB_018,2533,2211,580,680.5,645,1128,2220.5,2682,2692,2901,0.09810320287942886,-0.030430622398853302,0.6134252548217773,-0.5964418053627014
BCB_019,2319.5,1904.5,718,832.5,900.5,1384,2188.5,2462.5,2136,2619.5,0.05729489028453827,0.04118505120277405,0.4068829119205475,-0.439110666513443
BCB_020,1930,1173,492,860,637,1204,2456,2941,3532,3235,0.501381516456604,-0.2932991683483124,0.6944111585617065,-0.6083788871765137
BCB_021,3234,1653.5,1188,1302,1290,1458.5,1679.5,1808,1758,1810.5,0.030631687492132187,0.29567307233810425,0.15354330837726593,-0.14901961386203766
BCB_022,2770,2431,850,998,1488,1597,2439,2733,2396,2759,-0.007250880356878042,0.07239643484354019,0.23377960920333862,-0.41190335154533386
BCB_023,2821,2014,620,834,755,1383,2290,2616,2814,2934,0.16570007801055908,0.0012422360014170408,0.5769122838973999,-0.5427631735801697
BCB_024,2761,2001.5,714.5,988.5,1293,1539,2217,2562,2497,2752,0.11014782637357712,0.050209205597639084,0.3176780939102173,-0.432792991399765
BCB_025,2444,1684.5,621,796,907.5,1276.5,2318.5,2709,2302,3085.5,0.1548977792263031,0.029919931665062904,0.434491366147995,-0.4861200749874115
BCB_026,3387,2622.5,827,1163,1207,2301.5,2910,3114.5,2821,3305,0.03646551072597504,0.09117268025875092,0.40069514513015747,-0.41616466641426086
BCB_027,3771.5,2557,503,820,735,1548,2434,2809,3272,3102,0.12266255170106888,0.07091645151376724,0.6331419944763184,-0.5992180109024048
BCB_028,2539.5,1722,571,857.5,853.5,1318.5,2463,2952.5,2861,3298.5,0.2485271692276001,-0.059531524777412415,0.5404495596885681,-0.5387925505638123
BCB_029,1778,869,314,550,309,868,2581,3219,3776,3590,0.6258342266082764,-0.3597407341003418,0.8487148284912109,-0.7457235455513
BCB_031,2905,1817,704,1034,1178,1534,2510,2887,2922,3178,0.23317155241966248,-0.0029174531809985638,0.4253658652305603,-0.47724974155426025
RS06_001,2680,2355,906,1043,1289,1566,2089.5,2469.5,2029,2629.5,-0.07436131685972214,0.13824591040611267,0.22302591800689697,-0.3209635317325592
RS06_002,2632,1957,890,1074,1158,1637,2082,2366,2375,2476,0.09649122506380081,0.0513281412422657,0.3444664478302002,-0.377210795879364
RS06_003,1311.5,971,706,730,625,947,1276,1405,1255,1441,0.1275831013917923,0.022014416754245758,0.33510637283325195,-0.26448363065719604
RS06_004,2450,2142,1290,1382,1462,1752,2160,2098,1744,2282,-0.1024189367890358,0.1683357208967209,0.08796007186174393,-0.11580294370651245
RS06_005,2404,1649,892,1068,964,1509,2307,2605,2630,2884,0.2292591780424118,-0.04489471763372421,0.4635503590106964,-0.42239049077033997
RS06_006,2595,2363.5,795.5,1004,998,1704.5,2164.5,2384.5,2461,2497,0.02020934782922268,0.02650316432118416,0.42295461893081665,-0.4204906225204468
RS06_007,1783,1431,929.5,1127,1094,1212.5,1297.5,1329.5,1251,1282.5,-0.06711409240961075,0.17534607648849487,0.0669509619474411,-0.05214465782046318
RS06_008,1771,1410,1283,1386,1360,1235,1251.5,1315.5,1728,1550,0.10133843123912811,0.012289225123822689,0.11917098611593246,-0.10982658714056015
RS06_009,2662.5,2187,724.5,1006.5,1021.5,1737.5,2305.5,2492.5,2852,2547,0.1319706290960312,-0.03436394780874252,0.4725700318813324,-0.4782946705818176
RS06_010,3210,2463,1178,1410,1644,1835,2668,2958,2828,3248,0.06898506730794907,0.06326597929000854,0.26475849747657776,-0.3345917761325836
RS06_011,2583.5,2297.5,944,1007,1035,1453,1643.5,1818.5,1527,2053.5,-0.20146425068378448,0.25702470541000366,0.19203747808933258,-0.2052091509103775
RS06_012,3391,2731,1277,996,962,1143.5,1239,1483,1760,1539,-0.21621020138263702,0.3166375458240509,0.29316678643226624,-0.27721336483955383
RS06_013,1211,976,1432,1412,1246,1221,1305,1404,1600,1300,0.24223601818084717,-0.13838492333889008,0.12438510358333588,-0.06241700053215027
RS06_014,3023.5,2360,613,676,851.5,1405.5,1466,1575,1135.5,1601,-0.35030752420425415,0.4539552628993988,0.14292903244495392,-0.25365719199180603
RS06_015,3042,2072,1510,1534,1484,1855,2870,3344,3012,3463,0.18489378690719604,0.004955401178449392,0.33985763788223267,-0.3251209855079651
RS06_016,2447.5,1679,913,1158,1338,1641.5,2171.5,2457,2387,2697.5,0.17412690818309784,0.012514220550656319,0.28161072731018066,-0.3466854691505432
RS06_017,4070,3520,1210,1388,1844,2175,2703,2839,2728,3105,-0.1267605572938919,0.19741100072860718,0.19335083663463593,-0.32555878162384033
RS06_018,3193,2725,1466,1700,1980,1987,2411,2633,2764,2800,0.007105119526386261,0.07201611250638962,0.1652613878250122,-0.2383512556552887
RS06_019,3230.5,2605.5,4101,3987,3755,4208.5,4059,4035,4017,3963,0.21313703060150146,-0.10852017998695374,0.03371075540781021,-0.0037481258623301983
RS06_020,4078.5,3835,1254,1347,1761,1894.5,2169,2266,2197,2369,-0.2715517282485962,0.299816757440567,0.11015664786100388,-0.2398419827222824
RS06_021,3563.5,3278.5,1241,1504,1625,1723,2191.5,2474,2359,2641,-0.16310420632362366,0.20337694883346558,0.18423694372177124,-0.22133056819438934
RS06_022,1279.5,1067.5,1825,1756,1390,1096.5,1036.5,1201,1354,1198,0.11831509321928024,-0.028289347887039185,-0.013119533658027649,0.12926045060157776
RS06_023,1273,936.5,629.5,727,741.5,917.5,1056,1133,1052.5,1192,0.05832076445221901,0.09481831640005112,0.17335562407970428,-0.1829165518283844
RS06_024,2686.5,2380.5,1196,1148,1272,1449,1850,2178.5,1972,2348.5,-0.09385410696268082,0.1533755511045456,0.2157829850912094,-0.264102578163147
RS06_025,1389.5,960.5,713.5,813.5,738,939,1519.5,1729.5,1558,1841,0.2372443974018097,-0.057167090475559235,0.3571428656578064,-0.313936322927475
RS06_026,3550,3096,2932,2698,2567,2727.5,3140.5,3399.5,3267.5,3448,0.026950577273964882,0.04143747687339783,0.12006170302629471,-0.09546559303998947
RS06_027,2551,2017,804,899.5,965.5,1395.5,1986.5,2233,2135,2426,0.028420038521289825,0.08877507597208023,0.3771972358226776,-0.40715110301971436
RS06_028,2112,1759,491,712.5,637,1085.5,1834.5,2066.5,2401,2273.5,0.1543269157409668,-0.06403722614049911,0.5806451439857483,-0.5423157215118408
RS06_029,2226,1745,1163,1300,1259,1609.5,1963.5,2148,1989,2324.5,0.06534547358751297,0.05622775852680206,0.22475369274616241,-0.20948617160320282
RS06_030,4010.5,5344.5,1001,1054,1144,1529.5,1823.5,2016,1822,2342,-0.49152305722236633,0.3752250373363495,0.2285906970500946,-0.2670375406742096
RS06_031,3558,3026.5,3072,3021,2834,3298,4466.5,4957,4570.5,5167,0.2032381147146225,-0.12456172704696655,0.23451955616474152,-0.20410986244678497
RS06_032,2964,1871.5,738,929,1036,1656,2798.5,3253,2977,3436.5,0.22800865769386292,-0.002188183832913637,0.48367804288864136,-0.5243215560913086
RS06_033,1144.5,835,629.5,720.5,666,831.5,1084,1219.5,1115.5,1281,0.1438092738389969,0.012831858359277248,0.2523154616355896,-0.21514160931110382
RS06_034,1615,1011.5,358,487,331,863,1781.5,2175.5,2315,2236,0.39185330271720886,-0.1781170517206192,0.749811053276062,-0.6523911356925964
RS06_035,2717,2273,706,879,1544,1701,2146,2282,2108,2348,-0.03766263276338577,0.12621761858463287,0.154435932636261,-0.4114496111869812
RS06_036,2777,2808,721.5,820,1006,1204.5,1335.5,1512,1532,1744,-0.2940092086791992,0.28893014788627625,0.20724980533123016,-0.3027210831642151
RS06_037,1504,1310,1080,1174,1234,1373,1510,1600,1434,1561,0.0451895035803318,0.02382573112845421,0.07496251910924911,-0.09969325363636017
RS06_038,2212.5,1505,588,810,626,1015.5,2206.5,2763.5,2965,3100.5,0.3266219198703766,-0.14534041285514832,0.6513506174087524,-0.5708609223365784
RS06_039,2997,2299,1912,2200,2158,2560,3519,3951,3384,4315,0.19092029333114624,-0.060648802667856216,0.22121977806091309,-0.21203438937664032
RS06_040,2874.5,2042.5,955,1120,903,1323.5,2214.5,2649,3159,3209,0.21464961767196655,-0.04715339466929436,0.5553914308547974,-0.47651320695877075
RS06_041,2327.5,1640.5,726,885,825,1258.5,2261,2662.5,2812,3075,0.26311060786247253,-0.09426987171173096,0.5463293790817261,-0.5212334394454956
RS06_042,2559,1971.5,872,1090,1178,1459.5,1959.5,2221,2281,2344.5,0.07278072088956833,0.057438015937805176,0.31887829303741455,-0.3533076345920563
RS06_043,2691.5,1751,541.5,806,795,1426,2489.5,2871,2960,3203,0.2566334009170532,-0.047509510070085526,0.576564610004425,-0.5719596147537231
RS06_044,2926,2307,684,874,889,1792,2507,2911,2712,3045,0.08069336414337158,0.03795672208070755,0.5062482357025146,-0.5125488042831421
RS06_045,3393.5,2835,1576,1583,1507,1572,1962.5,1905,1643,2311,-0.2661902606487274,0.3475627899169922,0.04317460209131241,-0.018598884344100952
TJ01_048,1965,1312,543,813.5,850,1085,1800.5,2140,2065,2398.5,0.22297897934913635,-0.024813896045088768,0.416809618473053,-0.43477505445480347
TJ01_049,2017,1329,391,726,461,1185,2579,3029,3120,3300,0.40256237983703613,-0.21471676230430603,0.7425300478935242,-0.6224648952484131
TJ01_050,3196,2182,1044,1318,1514,1710,2026,2197,2376,2286,0.04256252571940422,0.14716438949108124,0.22159382700920105,-0.286410391330719
TJ02_026,3591,2527,763,1112,1192,1683,2613,2929,3012,3332,0.08756092935800552,0.0876874178647995,0.43292102217674255,-0.46071773767471313
TJ05_011,2104,1168.5,618,827,647,1121.5,2612,3277,3297,3490,0.4766543507575989,-0.2208850234746933,0.6719067096710205,-0.5989331007003784
TJ05_013,2413,1517,743,963,980,1413,2264.5,2602.5,2467,2880.5,0.23845382034778595,-0.011065573431551456,0.43138960003852844,-0.43848395347595215
TJ05_015,3555,2028,1328,1282,976,1545,2777,3393,3520,3950,0.2689257264137268,0.004946996457874775,0.5658363103866577,-0.46605581045150757
TJ05_026,2468,1762,936,1206,1222,1436,2331,2768,2348,2991,0.1425790786743164,0.024916943162679672,0.3154061734676361,-0.3213280737400055
ADV_VHR_OP_001,2102,910.5,340.5,567,333,885,3260.5,4062.5,4314,4352.5,0.6514499187469482,-0.3447631001472473,0.8566817045211792,-0.7676705718040466
ADV_VHR_OP_002,1962,726,322,472,266,744,3242,4449,4396,4842,0.7165169715881348,-0.38282477855682373,0.8858858942985535,-0.8060805201530457
ADV_VHR_OP_003,2038.5,851.5,326.5,692.5,354.5,1183,3539.5,4330.5,4404,4659,0.675958514213562,-0.36717113852500916,0.8510034680366516,-0.7282449007034302
ADV_VHR_OP_004,1740,741,284,436,296,693,2492,3430,3476,3651,0.6485653519630432,-0.3328220844268799,0.8430540561676025,-0.7770960927009583
ADV_VHR_OP_005,2075,1042,314,574,406,971,2586,3125,3034,3384,0.48871442675590515,-0.18770796060562134,0.7639535069465637,-0.6818181872367859
ADV_VHR_OP_006,1828,848.5,284.5,537.5,314.5,912,2564,3198,3270,3532,0.5879567861557007,-0.2828560173511505,0.8245222568511963,-0.717662513256073
ADV_VHR_OP_007,2133,1029,344,565,344,923,2699,3267,3228,3583,0.516560971736908,-0.2042529433965683,0.8073908090591431,-0.7020828127861023
ADV_VHR_OP_008,1962,815,210,375,207,693,2820,3713,3728,4062,0.6412062644958496,-0.310369074344635,0.8947903513908386,-0.8172069191932678
ADV_VHR_OP_009,2061,942.5,287.5,498.5,326,888,2747,3785,3876,4012.5,0.608799397945404,-0.30570995807647705,0.8448358178138733,-0.7720882296562195
ADV_VHR_OP_010,1763.5,897,371.5,507.5,402,811.5,2037.5,2614.5,2492,2804,0.47064030170440674,-0.17119021713733673,0.7221838235855103,-0.6616102457046509
ADV_VHR_OP_011,1862,844,263,501,283,834,2787,3593,3544,3834,0.6153144836425781,-0.31113576889038086,0.8521034717559814,-0.7522867918014526
ADV_VHR_OP_012,6104,5120,5200,5156,5200,5604,6072,6378,6156,6537,0.0918765515089035,-0.0042414357885718346,0.08418457210063934,-0.08840169757604599
ADV_VHR_OP_013,1703.5,763,318.5,482.5,396,781.5,2612,3506.5,3242,3761.5,0.6189762949943542,-0.311090886592865,0.7822979688644409,-0.7409048080444336
ADV_VHR_OP_014,1862.5,768,252,456,253,805.5,3042,4207.5,4062,4441.5,0.6819875836372375,-0.37125495076179504,0.8827346563339233,-0.7981407642364502
ADV_VHR_OP_015,1809,740,197,378,214,716,2650,3483,3340,3728,0.6372548937797546,-0.2973392903804779,0.879572331905365,-0.7966648936271667
ADV_VHR_OP_016,2142,968,771,871,574,1052,2977,4023,4016,4117,0.6115570068359375,-0.3043195903301239,0.7498910427093506,-0.64354407787323
ADV_VHR_OP_017,1980,863,423,636,427.5,893.5,2925.5,3892,3828,4187,0.6320614218711853,-0.3181818127632141,0.7990835309028625,-0.7150537371635437
ADV_VHR_OP_018,2275,1114,262,532,307,1019,2793,3449,3484,3700,0.5154414772987366,-0.20993228256702423,0.8380374312400818,-0.7350597381591797
ADV_VHR_OP_019,1880,723,350,502,269,744,3311,4841,4620,5197,0.7293655276298523,-0.42153847217559814,0.889957070350647,-0.8039827942848206
ADV_VHR_OP_020,1155,737,736,694,625,813,1415,1715,1560,1805,0.35829341411590576,-0.14917127788066864,0.42791762948036194,-0.3842058479785919
ADV_VHR_OP_021,2306,1223,423,633,492,988,2433,3021,2928,3318,0.41074439883232117,-0.1188383623957634,0.7122806906700134,-0.644481897354126
ADV_VHR_RB_022,2391,1068,252,606,224.5,1139.5,3904.5,4802.5,4782,5153.5,0.634871780872345,-0.3333333432674408,0.9103165864944458,-0.7750557065010071
ADV_VHR_RB_023,2313,1116.5,389.5,667.5,411,1105,2977.5,3516.5,3620,3832.5,0.5285548567771912,-0.22029326856136322,0.7960803508758545,-0.6886297464370728
ADV_VHR_RB_024,2216.5,986,281,583.5,288.5,990.5,3082,3695,3588,3982.5,0.5688675045967102,-0.23628219962120056,0.8511543869972229,-0.7202445268630981
ADV_VHR_RB_025,2132,931,292,621,267,992.5,3403.5,4199,4168,4514,0.6348303556442261,-0.3231745958328247,0.8795941472053528,-0.7406556606292725
ADV_VHR_RB_026,2087.5,891,227,475.5,216.5,839.5,2905,3591,3614,3781,0.6044394969940186,-0.267736554145813,0.8869599103927612,-0.7674532532691956
ADV_VHR_RB_027,2300.5,1056,290,555,279.5,1025.5,3216,3907,3910,4151,0.5747079849243164,-0.25915786623954773,0.8665711879730225,-0.7513997554779053
ADV_VHR_RB_028,2424.5,1152,336.5,669.5,335,1202.5,3244,3790.5,3794,4035.5,0.5341690182685852,-0.22022995352745056,0.8377330899238586,-0.7000111937522888
ADV_VHR_RB_029,2453,1163,321,664,314,1275,3284,3932,3916,4217,0.5420358180999756,-0.22970639169216156,0.8515366315841675,-0.7100436687469482
ADV_VHR_RB_030,2307,1073.5,351,589.5,354.5,1024.5,3215,3961,3702,4203,0.5504135489463806,-0.23215177655220032,0.8252187967300415,-0.7252708673477173
ADV_VHR_RB_031,2290.5,1149,370.5,713,444,1311.5,3015,3588,3662,3940.5,0.5223446488380432,-0.23040738701820374,0.7837311029434204,-0.674057126045227
ADV_VHR_RB_032,2170,1072,298,584,374,1069,2393,2902,2768,3153,0.4416666626930237,-0.12110166251659393,0.7619350552558899,-0.6515513062477112
ADV_VHR_RB_033,1912,848,270,552.5,249,904,2966.5,3613.5,3637.5,3871,0.6218927502632141,-0.31092891097068787,0.8718641400337219,-0.7362768650054932
ADV_VHR_RB_034,2438.5,1200,378.5,697,474.5,1214.5,2948,3450,3484,3742,0.4876174330711365,-0.17653018236160278,0.7602627277374268,-0.6665869355201721
ADV_VHR_RB_035,2212,986.5,295.5,585,260.5,1022,3178.5,3819,3892,4111.5,0.5955724120140076,-0.2752293646335602,0.8745334148406982,-0.7386642694473267
ADV_VHR_RB_036,3407.5,2017.5,598.5,917,889.5,1635.5,2951.5,3445.5,3466,3885.5,0.2641561031341553,-0.008510948158800602,0.591550886631012,-0.5815651416778564
ADV_VHR_RB_037,2440,1194.5,398,712,420.5,1251.5,3523.5,4162,4496,4451.5,0.5801774859428406,-0.2964244484901428,0.8289433717727661,-0.7265744805335999
ADV_VHR_RB_038,2651,1210,344.5,800.5,418.5,1249.5,3819,4593.5,4744,4930.5,0.5935505628585815,-0.28302907943725586,0.8378692269325256,-0.7112453579902649
ADV_VHR_RB_039,1982.5,882.5,290.5,497,279.5,901,2382,3007,3046,3282,0.5507190823554993,-0.21149447560310364,0.831904947757721,-0.7194467782974243
ADV_VHR_RB_040,2484,1089,301.5,676.5,318,1219.5,3477,4211,4076,4607,0.5783155560493469,-0.24268293380737305,0.8552571535110474,-0.7153077125549316
ADV_VHR_RB_041,2350.5,1038,298,594.5,277.5,1045,3342.5,4085,4000,4423,0.5879316926002502,-0.259743332862854,0.8702512979507446,-0.7412123084068298
ADV_VHR_RB_042,2325,1043,294.5,716,301.5,1199.5,3418.5,4023,3966,4305.5,0.5835496187210083,-0.2608488202095032,0.8586995005607605,-0.6941478252410889
ADV_VHR_RB_043,1807.5,792.5,276,476,248.5,848,2689.5,3261,3290,3518.5,0.6117575168609619,-0.2908288240432739,0.8595449924468994,-0.7472118735313416
ADV_VHR_RB_044,2060,1000.5,258.5,570.5,267,1041,3141.5,3840,3754,4095.5,0.579135537147522,-0.29136568307876587,0.8671972155570984,-0.7361544966697693
ADV_VHR_RB_045,1977,848.5,312,565.5,264,1039,3034.5,3699,3701,4007,0.6269919872283936,-0.30362802743911743,0.866834819316864,-0.7349115014076233
ADV_VHR_RB_046,2231.5,1032.5,278.5,570.5,263.5,1064.5,3172.5,3970.5,3992,4239,0.5890138149261475,-0.28287941217422485,0.8761602640151978,-0.7499178051948547
ADV_VHR_FO_047,2189,933,286.5,551,271.5,1006,3217.5,3936,4017,4250.5,0.6230303049087524,-0.2945536673069,0.8733823299407959,-0.7587565779685974
ADV_VHR_RB_048,2210.5,1005,302,564.5,307,1003.5,3145.5,3767.5,3834,4125.5,0.5846249461174011,-0.2685912847518921,0.8517266511917114,-0.7433215975761414
ADV_VHR_RB_049,2176.5,1168,328,566.5,365,1065.5,2532.5,3045.5,2973,3335.5,0.4358850419521332,-0.1546752154827118,0.7813061475753784,-0.6798982620239258
ADV_VHR_RB_050,2248,1048,373.5,637,338.5,1036.5,3080,3741.5,3728,4198,0.5611390471458435,-0.24765729904174805,0.8335177898406982,-0.7081328630447388
ADV_VHR_RB_051,2263,1130,326,697,386,1242,2788,3334,3356,3591,0.4962104260921478,-0.19451859593391418,0.7936931848526001,-0.6560572385787964
ADV_VHR_RB_052,2209,1005.5,312,595.5,294.5,1006.5,2994.5,3623.5,3636,3919,0.5667349100112915,-0.24414029717445374,0.8501462936401367,-0.7185395359992981
ADV_VHR_OA_053,4181,3305,1011,1322,1756,2350,2795,3415,3372,3653,0.010034446604549885,0.10710975527763367,0.31513261795043945,-0.43672773241996765
ADV_VHR_PA_054,2727,1900,631,951,1030,1573,2326,2603,2540,2857,0.14414414763450623,0.03550408035516739,0.42296919226646423,-0.4551704525947571
ADV_VHR_PA_055,3928,2988,2100,2144,2358,2900,3188,3568,3564,3764,0.08791209012269974,0.048585157841444016,0.2036474198102951,-0.24877364933490753
ADV_VHR_OA_056,3478,2246,771,1002,1141,1826,2376.5,2670.5,2683,3133,0.08865895867347717,0.1290374994277954,0.40324267745018005,-0.45617368817329407
ADV_VHR_OA_057,2829,1625,440,728,742,1431,2312,2647,2768,3002,0.26018667221069336,0.010898695327341557,0.5772079825401306,-0.5835240483283997
ADV_VHR_OA_058,2876,1880.5,794,1100,1213,1681.5,2279.5,2632.5,2544,2720,0.1499604433774948,0.06125461310148239,0.3542720377445221,-0.396267831325531
ADV_VHR_OA_059,1366,775,643.5,937,1137,1495.5,1935,2166,2200,2478,0.4789915978908539,-0.23387549817562103,0.31854960322380066,-0.40261396765708923
ADV_VHR_OA_060,2206,1340,686,1028,1072,1603,1955,2269,2192,2497,0.24122309684753418,0.0031832652166485786,0.343137264251709,-0.3614906966686249
ADV_VHR_OA_061,3156,1949,584,840,858,1370,2502,2958,3002,3230,0.21268430352210999,0.025008119642734528,0.5554404258728027,-0.5627277493476868
ADV_VHR_OP_062,3069,1608,593,1058,844,1707,3295,3845,3680,4131,0.39183056354522705,-0.09053193032741547,0.6268788576126099,-0.553398072719574
ADV_VHR_OA_063,2434,1582,645,850,1022,1490,2167,2338,2504,2670,0.22564855217933655,-0.01417578011751175,0.4203062951564789,-0.4931425154209137
ADV_VHR_OA_064,1699.5,884.5,895,1202,1658,2019,2671,3509,3320,3709.5,0.5792602896690369,-0.32284092903137207,0.33386901021003723,-0.4683768153190613
ADV_VHR_OA_065,3425,2533.5,885,1213,1526,1927,2355,2637,2944,3032.5,0.074942946434021,0.0755220577120781,0.31722596287727356,-0.4164060652256012
ADV_VHR_PA_066,2137,1106,755,1012,1146,1536,2135,2345,2498,2596,0.3862375020980835,-0.07788565009832382,0.3710208535194397,-0.4233618378639221
ADV_VHR_OA_067,1748.5,1438,753.5,863,944.5,1012.5,1351,1483,1492,1659,0.018430033698678017,0.07915445417165756,0.22470757365226746,-0.267091304063797
ADV_VHR_PA_068,2023,1074,478,766,668,1334,2467,2996,3112,3080,0.4868609607219696,-0.21207399666309357,0.6465608477592468,-0.604951024055481
ADV_VHR_OA_069,4167.5,3241.5,949,1230,1588,2067.5,2719,3096.5,3162,3382.5,-0.012415085919201374,0.13718535006046295,0.33136841654777527,-0.43989071249961853
ADV_VHR_PA_070,3602,2741,1884,2148,2054,2402,2616,2910,3044,3356,0.05237683653831482,0.08396027982234955,0.1941937953233719,-0.17257319390773773
ADV_VHR_PA_071,3205.5,2309.5,776,1043.5,1067,1730.5,2461.5,2782,2932,3205,0.11876371502876282,0.044562116265296936,0.46636658906936646,-0.47503459453582764
ADV_VHR_OA_072,1678,988,442,522,600,966,1414,1688,1748,1918,0.2777777910232544,-0.020431989803910255,0.4889267385005951,-0.5400881171226501
ADV_VHR_OA_073,1871,1074,802,958,1194,1381,2125,2369,2534,2715,0.404656320810318,-0.1505107879638672,0.3594420552253723,-0.45131731033325195
ADV_VHR_PA_074,2611,1500,774.5,940.5,937,1478,2752,3019.5,3055,3304.5,0.34138309955596924,-0.07836215943098068,0.5305611491203308,-0.5292204022407532
ADV_VHR_OA_075,1726,974,520,716,784,1184,1796,2119,1882,2271,0.31792718172073364,-0.04323725029826164,0.41185295581817627,-0.4488067626953125
ADV_VHR_OA_076,3300,2206.5,639,873.5,1044,1481,2142,2444,2468.5,2808.5,0.05604277923703194,0.1441449224948883,0.40555161237716675,-0.4772591292858124
ADV_VHR_OA_077,2888,2354,862,1172,1282,1826,2397,2641,2906,2867,0.10494296252727509,-0.0031066620722413063,0.38777458667755127,-0.4252084493637085
ADV_VHR_OP_078,3251,1800,622,831.5,722.5,1270,3323.5,4108,3752,4477.5,0.3515850007534027,-0.07154076546430588,0.6770588755607605,-0.6371768116950989
ADV_VHR_OA_079,2076,1278.5,674.5,889.5,1033,1475,2212,2517.5,2412,2719,0.30713996291160583,-0.07486630976200104,0.40029028058052063,-0.4611540138721466
ADV_VHR_OA_080,3047,1881,436,716,708,1427,2671,3264,3708,3571,0.32689210772514343,-0.09785344451665878,0.679347813129425,-0.6763110160827637
ADV_VHR_PA_081,1697,908,398,655,412,1015,2268,2674,2686,3064,0.4947134256362915,-0.2256445288658142,0.7340219616889954,-0.6079018115997314
ADV_VHR_OA_082,2594,1490.5,662,1069,856.5,1840.5,3219.5,3666.5,3640,4021,0.41896501183509827,-0.1677895486354828,0.6190370321273804,-0.5459758043289185
ADV_VHR_OA_083,3546,2200,576,821,999,1384,2223,2569.5,2815,2979.5,0.12263210117816925,0.1149190366268158,0.4761405289173126,-0.5484048128128052
ADV_VHR_PA_084,1884,988,442,723,524,1132,2377,2771,3006,3171,0.5052579045295715,-0.2294478565454483,0.7031161189079285,-0.6122284531593323
ADV_VHR_PA_085,1740.5,969.5,457.5,783.5,553.5,1369,2430.5,2757.5,2817,3115.5,0.48791760206222534,-0.23620405793190002,0.6715620756149292,-0.5647826790809631
ADV_VHR_OA_086,4176,3006,840.5,1153,1650,2134,2433.5,2772.5,2806,3117,-0.034411560744047165,0.1962188482284546,0.25942549109458923,-0.4175296723842621
ADV_VHR_OA_087,2056,1112,494,798,664,1309,2551,2954,3010,3299,0.46045610308647156,-0.1883142590522766,0.6385411024093628,-0.5808823704719543
ADV_VHR_PA_088,1960,1029,302,543,430,919,1962,2260,2218,2471,0.36618417501449585,-0.06175203621387482,0.6752265691757202,-0.60666424036026
ADV_VHR_OA_089,2300.5,1480,560,866,800.5,1358,2318,2696,2780,3029,0.30516430735588074,-0.09438047558069229,0.5528557300567627,-0.5249588489532471
ADV_VHR_OA_090,2909.5,1966.5,597,823.5,1066.5,1379.5,1719,1998,2243,2341.5,0.06568475812673569,0.12935468554496765,0.3554917573928833,-0.4629055857658386
ADV_VHR_OA_091,1829.5,990.5,557.5,873,853,1411.5,2497.5,3099.5,2778,3431.5,0.47432664036750793,-0.20586000382900238,0.5301569700241089,-0.5217748284339905
ADV_VHR_PA_092,2048,1067,494,763,758,1286,2263,2671,2448,2971,0.3928876221179962,-0.08896797150373459,0.5271366238594055,-0.5247586369514465
ADV_VHR_BU_093,2614.5,1391.5,355.5,672.5,402.5,1227.5,2832,3431,3842,3693.5,0.46823349595069885,-0.19011849164962769,0.8103427886962891,-0.7020711302757263
ADV_VHR_OA_094,4022,2677,624,972,1174,1664,2600,3058,3128,3508,0.07769164443016052,0.12503495812416077,0.45420733094215393,-0.5258536338806152
ADV_VHR_PA_095,1625,828,562,680,742,1003,2451,2629,2542,2662,0.5086053609848022,-0.22006238996982574,0.5481120347976685,-0.5779018998146057
TJ04_027,1701,752,264,439,276,844,2672,3359,3288,3749,0.6277227997779846,-0.31809982657432556,0.8451178669929504,-0.7644217610359192
TJ04_008,2151,1113,396,676,489,1180,3001,3572,3280,3843,0.49328476190567017,-0.20788069069385529,0.7405146956443787,-0.6582406759262085
TJ04_030,1537.5,581.5,144,365,194.5,593.5,2602,3579,3334.5,3775.5,0.7030133008956909,-0.36884236335754395,0.8897704482078552,-0.8026760220527649
