sample_id,dw_entropy,dw_margin,dw_max_probability,dw_entropy_full_8class,dw_margin_full_8class,dw_max_probability_full_8class,dw_entropy_partial_5class,dw_margin_partial_5class,dw_max_probability_partial_5class,dw_water,dw_trees,dw_flooded_vegetation,dw_crops,dw_built,fdp_palm_probability_2023,fdp_rubber_probability_2023,screening_score,active_score
RS01_001,0.4613905326644732,0.7152379999999999,0.752173,0.4613905326644732,0.7152379999999999,0.752173,0.37204907427178263,0.7152379999999999,0.752173,0.031136,0.752173,0.027177,0.036935,0.027475,0.996078,0.0,6.0,
RS01_002,0.518791300716583,0.665349,0.714478,0.518791300716583,0.665349,0.714478,0.3943519948116248,0.679762,0.714478,0.03142,0.714478,0.033029,0.034716,0.028334,0.956863,0.023529,6.0,
RS01_003,0.4795926863860538,0.683925,0.732251,0.4795926863860538,0.683925,0.732251,0.39257661042757264,0.683925,0.732251,0.032329,0.732251,0.027026,0.048326,0.02385,0.996078,0.0,6.0,
RS01_004,0.4587845876629372,0.716197,0.75175,0.4587845876629372,0.716197,0.75175,0.3558009968411874,0.716197,0.75175,0.02914,0.75175,0.029178,0.035553,0.020967,0.992157,0.0,6.0,
RS01_005,0.7842649084155242,0.377944,0.470459,0.7842649084155242,0.377944,0.470459,0.7154452087964123,0.377944,0.470459,0.068031,0.470459,0.092515,0.058811,0.050372,0.996078,0.0,6.0,
RS01_006,0.7793947121576177,0.1874279999999999,0.386389,0.7793947121576177,0.1874279999999999,0.386389,0.6760121353757562,0.302426,0.386389,0.040271,0.386389,0.035287,0.039465,0.083963,0.996078,0.0,6.0,
RS01_007,0.7467657781005561,0.385867,0.511023,0.7467657781005561,0.385867,0.511023,0.6942257493439397,0.385867,0.511023,0.075531,0.511023,0.04012,0.125156,0.047559,0.984314,0.0,6.0,
RS01_008,0.7179510704786787,0.4088459999999999,0.53775,0.7179510704786787,0.4088459999999999,0.53775,0.6328137170436828,0.40884599999999993,0.53775,0.03401,0.53775,0.045002,0.128904,0.044572,0.996078,0.0,6.0,
RS01_009,0.8360609821578744,0.2637239999999999,0.40545,0.8360609821578744,0.2637239999999999,0.40545,0.7923569775449407,0.26372399999999996,0.40545,0.039536,0.40545,0.053942,0.141726,0.112526,0.992157,0.0,6.0,
RS01_010,0.7918295981407695,0.263947,0.397982,0.7918295981407695,0.263947,0.397982,0.7073326646322715,0.26394700000000004,0.397982,0.032768,0.397982,0.035835,0.134035,0.052272,0.992157,0.0,6.0,
RS01_011,0.4823344835359718,0.696535,0.741229,0.4823344835359718,0.696535,0.741229,0.35995296738152155,0.709889,0.741229,0.029024,0.741229,0.025596,0.03134,0.028728,0.992157,0.0,6.0,
RS01_012,0.5540100222826546,0.5790919999999999,0.676028,0.5540100222826546,0.5790919999999999,0.676028,0.47542774855498243,0.5790919999999999,0.676028,0.031992,0.676028,0.022925,0.096936,0.02815,0.996078,0.0,6.0,
RS01_013,0.6037391742019528,0.5033299999999999,0.629968,0.6037391742019528,0.5033299999999999,0.629968,0.5637282720282563,0.5033299999999999,0.629968,0.0357,0.629968,0.024232,0.126638,0.049301,0.996078,0.0,6.0,
RS01_014,0.4802712779022828,0.692592,0.739898,0.4802712779022828,0.692592,0.739898,0.3869081683178138,0.692592,0.739898,0.02827,0.739898,0.023806,0.047306,0.030317,0.996078,0.0,6.0,
RS01_015,0.6398742554405188,0.429156,0.585838,0.6398742554405188,0.429156,0.585838,0.5702628995892022,0.429156,0.585838,0.03336,0.585838,0.024735,0.156682,0.031124,0.996078,0.0,6.0,
RS01_016,0.6043587638444398,0.544079,0.637954,0.6043587638444398,0.544079,0.637954,0.5197050780033204,0.544079,0.637954,0.035655,0.637954,0.031759,0.093875,0.032626,0.992157,0.0,6.0,
RS01_017,0.5869769874896127,0.53642,0.644714,0.5869769874896127,0.53642,0.644714,0.5167201123191419,0.53642,0.644714,0.034967,0.644714,0.021019,0.108294,0.03739,0.984314,0.0,6.0,
RS01_018,0.4976012618417528,0.663581,0.725337,0.4976012618417528,0.663581,0.725337,0.41846514800301016,0.663581,0.725337,0.032194,0.725337,0.025671,0.061756,0.026889,0.992157,0.0,6.0,
RS01_019,0.5862430914153108,0.552042,0.652425,0.5862430914153108,0.552042,0.652425,0.5089560947890788,0.552042,0.652425,0.030814,0.652425,0.032458,0.100383,0.030559,0.996078,0.0,6.0,
RS01_020,0.5604185365050501,0.613726,0.680647,0.5604185365050501,0.613726,0.680647,0.47731817065087123,0.613726,0.680647,0.026992,0.680647,0.029724,0.066921,0.04818,0.996078,0.0,6.0,
RS01_021,0.5234027746429354,0.647653,0.706003,0.5234027746429354,0.647653,0.706003,0.4294680067017422,0.647653,0.706003,0.03638,0.706003,0.029536,0.05835,0.023777,0.996078,0.0,6.0,
RS01_022,0.8813729022809624,0.038918,0.247428,0.8813729022809624,0.038918,0.247428,0.8129585927459048,0.150275,0.20851,0.040812,0.031777,0.058235,0.20851,0.042914,0.988235,0.0,6.0,
RS01_023,0.5877593431345467,0.5190659999999999,0.640249,0.5877593431345467,0.5190659999999999,0.640249,0.5331013215885444,0.5190659999999999,0.640249,0.029055,0.640249,0.028811,0.121183,0.036701,0.996078,0.0,6.0,
RS01_024,0.6127732138646724,0.537704,0.620802,0.6127732138646724,0.537704,0.620802,0.5142746374208108,0.537704,0.620802,0.028851,0.620802,0.040496,0.083098,0.030324,0.996078,0.0,6.0,
RS01_025,0.5841309542469184,0.566987,0.652085,0.5841309542469184,0.566987,0.652085,0.48920978444070434,0.566987,0.652085,0.036272,0.652085,0.029382,0.085098,0.02632,0.996078,0.0,6.0,
RS01_026,0.7432784895610117,0.219212,0.454869,0.7432784895610117,0.219212,0.454869,0.6875432183975639,0.21921200000000002,0.454869,0.039273,0.454869,0.034233,0.235657,0.037268,0.996078,0.0,6.0,
RS01_027,0.5112362801837181,0.660636,0.716526,0.5112362801837181,0.660636,0.716526,0.4145247670265,0.660636,0.716526,0.03178,0.716526,0.026425,0.05589,0.027248,0.996078,0.0,6.0,
RS01_028,0.7004636960460596,0.186298,0.462847,0.7004636960460596,0.186298,0.462847,0.6612820639328639,0.18629800000000002,0.462847,0.032794,0.462847,0.022824,0.276549,0.040066,0.992157,0.0,6.0,
RS01_029,0.4636527690341352,0.705405,0.747134,0.4636527690341352,0.705405,0.747134,0.34711586250503135,0.70885,0.747134,0.026827,0.747134,0.021595,0.038284,0.02356,0.972549,0.0,6.0,
RS01_030,0.4689772228174411,0.710203,0.75011,0.4689772228174411,0.710203,0.75011,0.38090624135483353,0.710203,0.75011,0.033238,0.75011,0.03099,0.039907,0.023292,0.996078,0.0,6.0,
RS01_031,0.4782547044312848,0.702341,0.739841,0.4782547044312848,0.702341,0.739841,0.3685119171848418,0.706604,0.739841,0.032385,0.739841,0.03133,0.033237,0.022149,0.996078,0.0,6.0,
RS01_032,0.4771970018218324,0.7053579999999999,0.741497,0.4771970018218324,0.7053579999999999,0.741497,0.3677798150410757,0.7072149999999999,0.741497,0.032668,0.741497,0.027806,0.034282,0.02413,0.996078,0.0,6.0,
RS01_033,0.494526872791471,0.669423,0.726672,0.494526872791471,0.669423,0.726672,0.40691129746654137,0.669423,0.726672,0.031269,0.726672,0.027548,0.057249,0.023663,0.996078,0.0,6.0,
RS01_034,0.5400147263666251,0.642285,0.69828,0.5400147263666251,0.642285,0.69828,0.42167140821022525,0.642285,0.69828,0.028818,0.69828,0.028518,0.055995,0.028232,0.996078,0.0,6.0,
RS01_035,0.4733061879229312,0.704399,0.744747,0.4733061879229312,0.704399,0.744747,0.37181225870557233,0.704399,0.744747,0.0274,0.744747,0.023664,0.040348,0.030511,0.996078,0.0,6.0,
RS01_036,0.4859923577748321,0.691755,0.734472,0.4859923577748321,0.691755,0.734472,0.3779763730516792,0.6921470000000001,0.734472,0.032072,0.734472,0.026763,0.042325,0.022572,0.996078,0.0,6.0,
RS01_037,0.4897528124087373,0.6719569999999999,0.729254,0.4897528124087373,0.6719569999999999,0.729254,0.3997386564693831,0.6719569999999999,0.729254,0.030059,0.729254,0.025788,0.057297,0.02345,0.984314,0.003922,6.0,
RS01_038,0.6598639158894601,0.3601769999999999,0.552697,0.6598639158894601,0.3601769999999999,0.552697,0.5917842383401558,0.36017699999999997,0.552697,0.024633,0.552697,0.026516,0.19252,0.033056,0.972549,0.011765,6.0,
RS01_039,0.6050873480664314,0.526516,0.634198,0.6050873480664314,0.526516,0.634198,0.5256209456782724,0.526516,0.634198,0.029802,0.634198,0.035212,0.107682,0.030191,0.984314,0.0,6.0,
RS01_040,0.6990593916110271,0.401235,0.547936,0.6990593916110271,0.401235,0.547936,0.6552122046867387,0.401235,0.547936,0.058035,0.547936,0.034778,0.146701,0.043783,0.996078,0.0,6.0,
RS01_041,0.6398826123930371,0.499023,0.609942,0.6398826123930371,0.499023,0.609942,0.5545865542293998,0.499023,0.609942,0.033599,0.609942,0.029989,0.110919,0.040773,0.992157,0.0,6.0,
RS01_042,0.7972797597668799,0.2220579999999999,0.390391,0.7972797597668799,0.2220579999999999,0.390391,0.7229754854334608,0.22205799999999998,0.390391,0.041007,0.390391,0.032131,0.04738,0.168333,0.996078,0.0,6.0,
RS01_043,0.4908227494373262,0.666433,0.726433,0.4908227494373262,0.666433,0.726433,0.4119943118036861,0.666433,0.726433,0.030291,0.726433,0.026003,0.06,0.026562,0.980392,0.0,6.0,
RS01_044,0.8288076488138324,0.025684,0.314385,0.8288076488138324,0.025684,0.314385,0.7934784147319209,0.02568400000000004,0.314385,0.046314,0.288701,0.035519,0.314385,0.076474,0.996078,0.0,6.0,
RS01_045,0.4728168667422187,0.6852020000000001,0.744179,0.4728168667422187,0.6852020000000001,0.744179,0.4070461486760167,0.6852020000000001,0.744179,0.026288,0.744179,0.023111,0.058977,0.035171,0.996078,0.0,6.0,
RS01_046,0.508764980070003,0.6496350000000001,0.713906,0.508764980070003,0.6496350000000001,0.713906,0.42025998721686064,0.6496350000000001,0.713906,0.031086,0.713906,0.02365,0.064271,0.02716,0.996078,0.0,6.0,
RS01_047,0.4970709825702963,0.669272,0.722847,0.4970709825702963,0.669272,0.722847,0.41777298654861217,0.669272,0.722847,0.041148,0.722847,0.024891,0.053575,0.024918,0.996078,0.0,6.0,
RS01_048,0.4943194195943324,0.670299,0.728424,0.4943194195943324,0.670299,0.728424,0.4120740299665231,0.670299,0.728424,0.0292,0.728424,0.02526,0.058125,0.03017,0.996078,0.0,6.0,
RS01_049,0.4856056692803445,0.6960999999999999,0.734061,0.4856056692803445,0.6960999999999999,0.734061,0.3770683531455498,0.697274,0.734061,0.034154,0.734061,0.026578,0.036787,0.025009,0.996078,0.0,6.0,
RS01_050,0.7407019985805584,0.2133989999999999,0.446161,0.7407019985805584,0.2133989999999999,0.446161,0.692429705768179,0.21339899999999998,0.446161,0.042111,0.446161,0.025405,0.232762,0.045851,0.996078,0.0,6.0,
RS01_051,0.8074094687698402,0.298565,0.438329,0.8074094687698402,0.298565,0.438329,0.7482000498711827,0.298565,0.438329,0.044616,0.438329,0.042644,0.084698,0.139764,0.992157,0.0,6.0,
RS01_052,0.7203553615728401,0.236988,0.475133,0.7203553615728401,0.236988,0.475133,0.6948205784604167,0.23698800000000003,0.475133,0.028233,0.475133,0.03209,0.238145,0.065951,0.984314,0.0,6.0,
RS01_053,0.494199778074222,0.680218,0.726179,0.494199778074222,0.680218,0.726179,0.3855929907691848,0.680218,0.726179,0.026878,0.726179,0.024127,0.045961,0.029557,0.996078,0.0,6.0,
RS01_054,0.4620332233801632,0.709801,0.750007,0.4620332233801632,0.709801,0.750007,0.36777791868810955,0.709801,0.750007,0.02859,0.750007,0.026412,0.040206,0.02543,0.996078,0.0,6.0,
RS01_055,0.6670566513423624,0.360685,0.551902,0.6670566513423624,0.360685,0.551902,0.614153466383136,0.36068500000000003,0.551902,0.030149,0.551902,0.023717,0.191217,0.044399,0.996078,0.0,6.0,
RS01_056,0.4705579727000374,0.697851,0.744977,0.4705579727000374,0.697851,0.744977,0.390838567637602,0.697851,0.744977,0.030416,0.744977,0.025316,0.047126,0.029554,0.992157,0.0,6.0,
RS01_057,0.5963169951492294,0.538157,0.636185,0.5963169951492294,0.538157,0.636185,0.5130161255867863,0.538157,0.636185,0.035177,0.636185,0.032524,0.098028,0.02618,0.984314,0.0,6.0,
RS01_058,0.5010609348565968,0.685731,0.72802,0.5010609348565968,0.685731,0.72802,0.37781938701930445,0.692266,0.72802,0.033149,0.72802,0.029457,0.035754,0.023479,0.992157,0.0,6.0,
RS01_059,0.5148650494808417,0.663166,0.716292,0.5148650494808417,0.663166,0.716292,0.41248619538573567,0.663166,0.716292,0.032392,0.716292,0.026007,0.053126,0.028125,0.996078,0.0,6.0,
RS01_060,0.7374051983671147,0.392415,0.48635,0.7374051983671147,0.392415,0.48635,0.6556673817693164,0.392415,0.48635,0.043024,0.48635,0.028943,0.093935,0.070308,0.996078,0.0,6.0,
RS01_061,0.4604750053642899,0.706916,0.752255,0.4604750053642899,0.706916,0.752255,0.3688779143398172,0.706916,0.752255,0.026765,0.752255,0.021805,0.045339,0.028596,0.996078,0.0,6.0,
RS01_062,0.8139274993323647,0.030888,0.330641,0.8139274993323647,0.030888,0.330641,0.7901608030839776,0.030888000000000027,0.330641,0.064347,0.299753,0.036933,0.330641,0.0581,0.992157,0.0,6.0,
RS01_063,0.6175110192323039,0.514791,0.625845,0.6175110192323039,0.514791,0.625845,0.5366684910457677,0.514791,0.625845,0.038828,0.625845,0.030885,0.111054,0.028295,0.996078,0.0,6.0,
RS01_064,0.6692714673944002,0.262503,0.503241,0.6692714673944002,0.262503,0.503241,0.6461235009680265,0.26250300000000004,0.503241,0.03349,0.503241,0.029599,0.240738,0.033495,0.996078,0.0,6.0,
RS01_065,0.5265148461170502,0.6362920000000001,0.702011,0.5265148461170502,0.6362920000000001,0.702011,0.44559531176096384,0.6362920000000001,0.702011,0.033763,0.702011,0.029004,0.065719,0.028807,0.996078,0.0,6.0,
RS01_066,0.5045987510201019,0.661945,0.718161,0.5045987510201019,0.661945,0.718161,0.41655203942040764,0.661945,0.718161,0.032845,0.718161,0.029404,0.056216,0.024403,0.996078,0.0,6.0,
RS01_067,0.622553830323691,0.556946,0.630484,0.622553830323691,0.556946,0.630484,0.4919196561507165,0.5801810000000001,0.630484,0.028901,0.630484,0.050303,0.048537,0.03671,0.996078,0.0,6.0,
RS01_068,0.4690482165643638,0.704111,0.744044,0.4690482165643638,0.704111,0.744044,0.3707660263952809,0.704111,0.744044,0.031353,0.744044,0.025946,0.039933,0.024046,0.996078,0.0,6.0,
RS01_069,0.4921220808907744,0.6874429999999999,0.734049,0.4921220808907744,0.6874429999999999,0.734049,0.3618073954467156,0.699324,0.734049,0.026344,0.734049,0.025126,0.034725,0.028508,0.996078,0.0,6.0,
RS01_070,0.4808249034304893,0.698495,0.73635,0.4808249034304893,0.698495,0.73635,0.3773726829002047,0.700104,0.73635,0.033942,0.73635,0.030867,0.036246,0.022138,0.996078,0.0,6.0,
RS01_071,0.4681934055605747,0.7100120000000001,0.746824,0.4681934055605747,0.7100120000000001,0.746824,0.36718253225142145,0.711987,0.746824,0.031318,0.746824,0.029834,0.034837,0.023472,0.972549,0.0,6.0,
RS01_072,0.6406863894776456,0.495409,0.605902,0.6406863894776456,0.495409,0.605902,0.5690913496321063,0.49540900000000004,0.605902,0.042682,0.605902,0.028818,0.110493,0.040994,0.996078,0.0,6.0,
RS01_073,0.6885652167248583,0.4215239999999999,0.541777,0.6885652167248583,0.4215239999999999,0.541777,0.5913915156600938,0.42152399999999995,0.541777,0.025592,0.541777,0.032013,0.120253,0.046435,0.980392,0.0,6.0,
RS01_074,0.4774205444132315,0.6914659999999999,0.738995,0.4774205444132315,0.6914659999999999,0.738995,0.38841833892198,0.6914659999999999,0.738995,0.027923,0.738995,0.027548,0.047529,0.027198,0.992157,0.019608,6.0,
RS01_075,0.4463695045950591,0.721325,0.761403,0.4463695045950591,0.721325,0.761403,0.34864371136062144,0.721325,0.761403,0.027763,0.761403,0.025339,0.040078,0.020184,0.996078,0.0,6.0,
RS01_076,0.564716025302964,0.60737,0.674476,0.564716025302964,0.60737,0.674476,0.4881897175725124,0.60737,0.674476,0.054007,0.674476,0.027233,0.067106,0.029217,0.996078,0.0,6.0,
RS01_077,0.4764420613961214,0.693253,0.738739,0.4764420613961214,0.693253,0.738739,0.3827932218386679,0.693253,0.738739,0.028208,0.738739,0.027094,0.045486,0.026228,0.996078,0.0,6.0,
RS01_078,0.4753270504205065,0.70122,0.74466,0.4753270504205065,0.70122,0.74466,0.3557420509824884,0.710666,0.74466,0.02722,0.74466,0.023948,0.033994,0.028216,0.984314,0.0,6.0,
RS01_079,0.7341352302143391,0.2240089999999999,0.45807,0.7341352302143391,0.2240089999999999,0.45807,0.6709101512890294,0.22400899999999999,0.45807,0.035691,0.45807,0.035417,0.234061,0.030127,0.996078,0.0,6.0,
RS01_080,0.4667933743388308,0.708855,0.745727,0.4667933743388308,0.708855,0.745727,0.3627500339863029,0.7101120000000001,0.745727,0.032273,0.745727,0.027147,0.035615,0.022262,0.996078,0.0,6.0,
TJ04_033,,,,,,,0.5313368149921742,0.528853,0.606258,0.028441,0.606258,0.027514,0.077405,0.055613,0.992157,0.0,,5.0
TJ04_036,,,,,,,0.5240229746275309,0.502553,0.602827,0.029842,0.602827,0.028396,0.100274,0.032403,0.780392,0.137255,,6.0
TJ04_041,,,,,,,0.5434620516986903,0.470666,0.606552,0.031456,0.606552,0.028618,0.135886,0.026255,0.929412,0.0,,5.0
TJ04_045,,,,,,,0.5681515534756761,0.474891,0.611275,0.032877,0.611275,0.027332,0.136384,0.041514,0.996078,0.003922,,5.0
TJ04_047,,,,,,,0.5436251672365279,0.48789599999999994,0.615377,0.033175,0.615377,0.025743,0.127481,0.032996,0.968627,0.0,,5.0
TJ04_050,,,,,,,0.4689376232218073,0.586737,0.639859,0.030596,0.639859,0.030919,0.053122,0.039042,0.968627,0.003922,,6.0
BCR_001,,,,,,,0.46221448514011015,0.621713,0.688001,0.029677,0.688001,0.029858,0.066288,0.037839,0.482353,0.74902,,8.0
BCR_002,,,,,,,0.39080007632999625,0.6504449999999999,0.690491,0.026836,0.690491,0.028462,0.040046,0.026709,0.011765,0.996078,,8.0
BCR_003,,,,,,,0.709685704883566,0.36522499999999997,0.510906,0.031114,0.510906,0.034945,0.145681,0.124281,0.0,0.501961,,7.0
BCR_004,,,,,,,0.41919953317721553,0.663914,0.725237,0.027769,0.725237,0.027177,0.061323,0.03036,0.05098,0.45098,,7.0
BCR_005,,,,,,,0.4785825491592173,0.565659,0.641325,0.031298,0.641325,0.031254,0.075666,0.027065,0.647059,0.121569,,6.0
BCR_006,,,,,,,0.3632987610483967,0.717224,0.751301,0.029413,0.751301,0.027214,0.034077,0.027285,0.0,0.176471,,6.0
BCR_007,,,,,,,0.3625213555069722,0.718002,0.753128,0.02933,0.753128,0.02745,0.035126,0.026077,0.32549,0.12549,,6.0
BCR_008,,,,,,,,,,,0.574818,0.027993,0.157733,,0.007843,0.062745,,5.0
BCR_009,,,,,,,,,,,0.744387,0.030411,0.034437,,0.007843,0.058824,,5.0
RS02_001,0.5096040669052228,0.668394,0.713976,0.5096040669052228,0.668394,0.713976,0.3958774200520399,0.6760900000000001,0.713976,0.026625,0.713976,0.030473,0.037886,0.033479,0.345098,0.670588,6.0,
RS02_002,0.4614801242194223,0.706137,0.748944,0.4614801242194223,0.706137,0.748944,0.36735241476662095,0.706137,0.748944,0.025983,0.748944,0.026984,0.042807,0.024884,0.47451,0.917647,6.0,
RS02_003,0.645732595396301,0.4079919999999999,0.579529,0.645732595396301,0.4079919999999999,0.579529,0.5854015684984646,0.40799199999999997,0.579529,0.029491,0.579529,0.030928,0.171537,0.031205,0.188235,0.929412,6.0,
RS02_004,0.5996063009578483,0.5589259999999999,0.644048,0.5996063009578483,0.5589259999999999,0.644048,0.4521742360760383,0.602169,0.644048,0.032518,0.644048,0.039641,0.041879,0.030157,0.137255,0.937255,6.0,
RS02_005,0.46521564803822,0.707988,0.749486,0.46521564803822,0.707988,0.749486,0.3742923680125919,0.711662,0.749486,0.031708,0.749486,0.031454,0.037824,0.022786,0.0,0.764706,6.0,
RS02_006,0.5918077520222844,0.581286,0.651907,0.5918077520222844,0.581286,0.651907,0.46739709343973496,0.581286,0.651907,0.029174,0.651907,0.028912,0.070621,0.031237,0.478431,0.666667,6.0,
RS02_007,0.4904069087152547,0.688845,0.732044,0.4904069087152547,0.688845,0.732044,0.3650511671730074,0.696824,0.732044,0.02695,0.732044,0.024957,0.03522,0.02887,0.039216,0.666667,6.0,
RS02_008,0.6060335584133202,0.5490820000000001,0.63763,0.6060335584133202,0.5490820000000001,0.63763,0.546590617106771,0.5490820000000001,0.63763,0.031315,0.63763,0.037693,0.051168,0.088548,0.0,0.670588,6.0,
RS02_009,0.6426210978897648,0.479074,0.598554,0.6426210978897648,0.479074,0.598554,0.47357819090160547,0.540662,0.598554,0.029387,0.598554,0.033646,0.057892,0.026914,0.231373,0.670588,6.0,
RS02_010,0.4578724523726039,0.715607,0.753901,0.4578724523726039,0.715607,0.753901,0.37408831690147304,0.717592,0.753901,0.032277,0.753901,0.025263,0.036309,0.030222,0.031373,0.882353,6.0,
RS02_011,0.5762468930305689,0.599855,0.666017,0.5762468930305689,0.599855,0.666017,0.4729073460236615,0.606044,0.666017,0.029915,0.666017,0.033864,0.059973,0.039367,0.058824,0.521569,5.0,
RS02_012,0.8270647542136014,0.253628,0.395531,0.8270647542136014,0.253628,0.395531,0.9021512954565579,0.022401000000000004,0.141903,0.040919,0.141903,0.043003,0.119502,0.041441,0.262745,0.47451,5.0,
TJ03_001,,,,,,,0.46221448514011015,0.621713,0.688001,0.029677,0.688001,0.029858,0.066288,0.037839,0.482353,0.74902,,8.0
TJ03_002,,,,,,,0.42328237422385107,0.645075,0.690577,0.031263,0.690577,0.031976,0.045502,0.030109,0.231373,0.976471,,8.0
TJ03_003,,,,,,,0.39080007632999625,0.6504449999999999,0.690491,0.026836,0.690491,0.028462,0.040046,0.026709,0.011765,0.996078,,8.0
TJ03_004,,,,,,,0.5178414780167411,0.483471,0.538345,0.024768,0.538345,0.033741,0.042055,0.054874,0.0,0.952941,,8.0
TJ03_005,,,,,,,0.36981992695531346,0.710843,0.741776,0.030933,0.741776,0.028036,0.030727,0.02989,0.007843,0.564706,,7.0
TJ03_007,,,,,,,0.41919953317721553,0.663914,0.725237,0.027769,0.725237,0.027177,0.061323,0.03036,0.05098,0.45098,,7.0
TJ03_008,,,,,,,0.7102284383150371,0.288285,0.437534,0.051362,0.437534,0.052518,0.149249,0.030917,0.0,0.882353,,7.0
TJ03_010,,,,,,,0.3632987610483967,0.717224,0.751301,0.029413,0.751301,0.027214,0.034077,0.027285,0.0,0.176471,,6.0
TJ03_012,,,,,,,0.5677226831093364,0.48017200000000004,0.60482,0.030043,0.60482,0.033993,0.124648,0.040331,0.0,0.188235,,6.0
TJ03_013,,,,,,,0.8182178630746128,0.18760900000000003,0.29798,0.042382,0.063281,0.053046,0.29798,0.110371,0.286275,0.956863,,6.0
TJ03_014,,,,,,,0.5795701198351534,0.41708500000000004,0.574818,0.028336,0.574818,0.027993,0.157733,0.035051,0.007843,0.062745,,5.0
TJ03_015,,,,,,,0.3810156429411408,0.70995,0.744387,0.029867,0.744387,0.030411,0.034437,0.031043,0.007843,0.058824,,5.0
TJ03_016,,,,,,,,,,,0.543672,0.035351,0.163379,,0.431373,0.254902,,5.0
TJ04_003,,,,,,,0.653032359925849,0.388486,0.502034,0.042856,0.502034,0.050374,0.113548,0.03809,0.937255,0.0,,6.0
TJ04_004,,,,,,,,,,,0.506035,0.051885,0.09841,,0.031373,0.0,,6.0
TJ04_005,,,,,,,,,,,0.517088,0.041279,0.087929,,,,,6.0
TJ04_006,,,,,,,,,,,0.519421,0.040369,0.129749,,0.0,0.0,,6.0
TJ04_010,,,,,,,,,,,0.549717,0.033599,0.069727,,0.231373,0.0,,6.0
TJ04_012,,,,,,,0.6140063601644984,0.474437,0.564109,0.069515,0.564109,0.030263,0.089672,0.044376,0.015686,0.133333,,7.0
TJ04_013,,,,,,,,,,,0.562159,0.039006,0.043866,,0.0,0.0,,6.0
TJ04_014,,,,,,,,,,,0.527624,0.044122,0.037201,,0.0,0.0,,7.0
TJ04_015,,,,,,,,,,,0.5395,0.038559,0.165353,,0.0,0.0,,6.0
TJ04_029,,,,,,,0.547566486837925,0.453462,0.585827,0.02932,0.585827,0.029868,0.132365,0.025887,0.0,0.607843,,10.0
TJ04_034,,,,,,,0.5983934914888356,0.44893700000000003,0.593273,0.034214,0.593273,0.034585,0.144336,0.043209,0.0,0.0,,6.0
TJ04_038,,,,,,,0.5578315312113544,0.542929,0.623413,0.045377,0.623413,0.036752,0.080484,0.045607,0.0,0.0,,6.0
TJ04_039,,,,,,,0.5465036662087513,0.5560710000000001,0.622909,0.033623,0.622909,0.056691,0.066838,0.041297,0.0,0.0,,6.0
TJ04_044,,,,,,,0.544749545117618,0.557171,0.631698,0.04455,0.631698,0.04719,0.074527,0.034484,,,,6.0
TJ04_049,,,,,,,0.538979613982723,0.556419,0.633003,0.030401,0.633003,0.027627,0.068329,0.076584,0.47451,0.0,,7.0
TJ04_053,,,,,,,0.5007133230281205,0.573683,0.635897,0.034219,0.635897,0.042983,0.062214,0.032758,0.043137,0.0,,7.0
TJ04_055,,,,,,,0.5129273546467158,0.582012,0.644403,0.034551,0.644403,0.031933,0.062391,0.053826,0.066667,0.172549,,8.0
TJ04_056,,,,,,,0.49426926275827204,0.5757019999999999,0.644335,0.036082,0.644335,0.031942,0.03533,0.068633,0.0,0.0,,6.0
TJ04_058,,,,,,,0.5175913837549934,0.571475,0.647794,0.028328,0.647794,0.031334,0.05478,0.076319,0.12549,0.0,,7.0
TJ04_059,,,,,,,0.507647673142647,0.572958,0.649551,0.043771,0.649551,0.030705,0.076593,0.032695,0.0,0.0,,6.0
TJ04_063,,,,,,,0.45403152769550265,0.611433,0.657094,0.030674,0.657094,0.045661,0.039774,0.032283,0.0,0.0,,6.0
TJ04_064,,,,,,,0.5131858945419645,0.543253,0.650104,0.031575,0.650104,0.032223,0.106851,0.028541,0.003922,0.0,,6.0
TJ04_067,,,,,,,0.4476176427236726,0.610537,0.659328,0.039431,0.659328,0.048791,0.031365,0.02659,0.035294,0.0,,6.0
TJ04_069,,,,,,,0.4324299248708396,0.6063120000000001,0.659506,0.027099,0.659506,0.029719,0.053194,0.028952,0.231373,0.0,,7.0
TJ04_070,,,,,,,0.4199848597389251,0.625478,0.665565,0.031093,0.665565,0.03598,0.040087,0.024934,0.0,0.713726,,10.0
TJ04_071,,,,,,,0.5194248891114315,0.541193,0.656024,0.032981,0.656024,0.031434,0.114831,0.028824,0.0,0.0,,6.0
TJ04_072,,,,,,,0.4962309550757606,0.588066,0.671006,0.034312,0.671006,0.035598,0.08294,0.031181,0.0,0.0,,6.0
TJ04_073,,,,,,,0.48112822388922893,0.627875,0.677682,0.038006,0.677682,0.03454,0.046627,0.049807,0.0,0.0,,6.0
TJ04_075,,,,,,,0.46225227429358173,0.6049599999999999,0.672333,0.030523,0.672333,0.030999,0.067373,0.031574,0.031373,0.003922,,7.0
TJ04_076,,,,,,,0.4839044257049628,0.571553,0.666758,0.02594,0.666758,0.028646,0.095205,0.031767,0.0,0.07451,,7.0
TJ04_077,,,,,,,0.48054981334430075,0.623072,0.679616,0.036514,0.679616,0.036197,0.056544,0.040415,0.0,0.0,,6.0
TJ04_079,,,,,,,0.49992636241766025,0.607567,0.677329,0.036041,0.677329,0.036271,0.069762,0.041437,0.0,0.0,,6.0
TJ04_082,,,,,,,0.4400895407128588,0.644459,0.682281,0.035766,0.682281,0.034383,0.037472,0.037822,0.0,0.0,,6.0
